https://github.com/facebookresearch/asset/blob/main/dataset/asset.test.orig	282049	283701d2f9e39003080cdf31c9da08667bb69ffe49eead6a423462b758152e25	asset.test.orig
https://github.com/facebookresearch/asset/blob/main/dataset/asset.valid.orig	826997	e2c422b079390228c7e33625408a9fd9b4e4a16c5f7067801794d650119399ef	asset.valid.orig
https://github.com/facebookresearch/asset/blob/main/human_ratings/human_ratings.csv	2204910	21e6bfae1c48d80264ae25d11d8b55c15f380b776c4c500972dd82144a8efc94	human_ratings.csv
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.orig	43745	673ceb2672a37168a52040d75e16f9ffd1e3777b9f68e19207f2adf6542723f1	asset.test.orig
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.0	35457	66f36029d0c732eb92886021faefe531c6cfd0a32bdbe7ae4aa97fd45bd1b046	asset.test.simp.0
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.1	34096	d323ceb364abbe84c79b14b028aa1ff563cd94955fbab19049612548dbb0f83f	asset.test.simp.1
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.2	34348	786b55f8425ce4a993e98be5e2bea9ef87bf536b96dc13f7a57c4733fdb63e06	asset.test.simp.2
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.3	37292	e211c9e2ede1dfe315097132dbe4feda76b309bdc636a5394cb5d2664ba5bf52	asset.test.simp.3
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.4	35887	37be9cf0592c0f68d87848dc9c442fe62f344518c1993896c00788bf943b755d	asset.test.simp.4
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.5	35351	8485210573a3bd76116de8e978b227677c6c207111a4938729397c4e603dfa46	asset.test.simp.5
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.6	35846	f0cb3ab823d23203ea044f81bd7e67cc823db0632095e43b78a54a9891a0b0a8	asset.test.simp.6
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.7	34560	35cbb8b9964252a1470607634f19ad946c6bc2951b3e500eedd826baf12bd3c8	asset.test.simp.7
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.8	35830	047b6419590b88f93b435d3177bba1883dc9c0dc178676e48470b408236446f4	asset.test.simp.8
https://github.com/facebookresearch/asset/raw/master/dataset/asset.test.simp.9	35313	3f5745e4f2743563b88ea4284ec35fa4ddb68d62de80b63ffb87751b998fe6b8	asset.test.simp.9
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.orig	234319	83dca90b5c53365a9c4a70222aed129c6df3c3f6b5da82ee94312e179b93fff1	asset.valid.orig
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.0	193975	27b0c4a40c91b875c82a8ed76ff7cf0476b03a3a6998a2e3ef6e18000efda624	asset.valid.simp.0
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.1	180040	5043e9db5934c3d538b91f56d23466177813896da10f153d2b16c0c415ac5e84	asset.valid.simp.1
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.2	187445	578dd487cf03f6f66bb4acd2c44b464c3ac9fb42dc64b8e6afd391778ebc7ea7	asset.valid.simp.2
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.3	207902	4ab95ba6f7a60adde2f57201c0b749384ce64c97f8378fb0ab185367709a8386	asset.valid.simp.3
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.4	211459	f6f1d4bf9f87b532b37d7f5700ec384f817dba10247c91df629e1f6eee6c3aa9	asset.valid.simp.4
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.5	194418	182114cfbb2960358b0e2d71737ead9a2abb0c27d3f65281335f079ae4447e3b	asset.valid.simp.5
https://github.com/facebookresearch/asset/raw/master/dataset/asset.valid.simp.6	188962	aba27b505dad048982e902a04c4ffc5ab9e926b38d2383920aea798fd42de376	asset.valid.simp.6
