n01498041_1.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_2.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_3.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_4.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_5.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_6.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_7.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_8.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_9.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01498041_10.JPEG,0.00064,0.9266,0.999816,0.86931,0.99999,0.891548,0.99936,0.99999,0.56933,0.000726,0.99827,0.99893,0.000899,0.824808,0.65947,0.89846
n01443537_1.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_2.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_3.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_4.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_5.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_6.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_7.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_8.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_9.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01443537_10.JPEG,0.000640,0.926658,0.99981,0.869,0.999,0.8915,0.9993,0.9999,0.56933,0.0007266,0.99827,0.99893,0.00089,0.82480,0.65947,0.8984
n01514859_1.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_2.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_3.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_4.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_5.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_6.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_7.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
n01514859_8.JPEG,0.000640,0.9266,0.9998,0.8693,0.9995,0.891,0.9993,0.9999,0.569,0.000726,0.9982,0.998,0.0008999,0.82480,0.659,0.8984
